word, value
support,0.4468474825029898
guarding,0.44643881916999817
exter,0.44586077545370373
servers,0.44488877058029175
raw,0.44423791468143464
whereby,0.44395746290683746
meta-object,0.4430168904364109
append,0.4420413989573717
target,0.44094785764103844
uuid,0.44090011343359947
hover,0.4408658668398857
accessors,0.4408387988805771
hide,0.44052383303642273
binary-incompatible,0.43926863372325897
detection,0.43760072853830123
broke,0.4374917546908061
successfully,0.4367802639802297
subsystems,0.43616673089563845
chdir,0.43590205907821655
comparison,0.43415973388722967
exclusive,0.43302007764577866
qprintsupport,0.432313213745753
save,0.43194351146618526
main.cpp,0.4293297330538432
marko.a.niemela,0.4283669739961624
bernd,0.4274672567844391
fabian,0.42658867267891765
determined,0.42520880699157715
rohan,0.42216623188168917
exact,0.4213316738605499
grained,0.4209621548652649
background,0.42029209807515144
qtsql,0.4190731644630432
sysconf,0.41838473081588745
containers,0.41835871785879136
pretty,0.41720146760344506
be,0.4163514081251804
undocumented,0.41436539217829704
5.x,0.41366732865571976
generating,0.41342768669128416
clipping,0.41265375912189484
appx,0.41156795620918274
inherently,0.4113265722990036
approaches,0.41067906220753986
shifted,0.4103751629590988
inverted,0.410236656665802
dangling,0.40941181033849716
5.3,0.4084230562051137
rabbe,0.408286618689696
5.1,0.4079224556684494
accidentally,0.4074418991804123
qaccessiblestatechangeevent,0.40741267800331116
texture,0.4073418306515497
order,0.4072578340195693
mentioning,0.40670356154441833
lincoln.ramsay,0.40634164214134216
progress,0.4058893546462059
james.turner,0.4057972580194473
fact,0.40551330894231796
bogdan,0.4052258841270073
on-demand,0.40513694286346436
gone,0.4045718418700354
petroules.com,0.4043714574405125
string1,0.40431398153305054
account,0.40340381217273796
takes,0.402831783088354
limit,0.4022085964679718
getglyphoutline,0.4005530575911204
fast,0.4005434080221069
mention,0.4000459983944893
tag,0.39919196907430887
qeglfshooks,0.39906659722328186
write,0.3983435481786728
slows,0.3982871249318123
partially,0.39658278971910477
daniel.teske,0.39646515250205994
kernel,0.3964392006293767
zsolt.simon,0.3958978106578191
michael.brasser,0.3958373484015465
msvc-warning,0.39513836055994034
scapig,0.3942250534892082
special,0.3939468339085579
qiosviewcontroller,0.3939356505870819
5.2.1,0.39358893036842346
weird,0.3932077884674072
qexpect_fail,0.39309353178197687
qjsonvalueref,0.39293696482976276
memorymanager,0.3924187920987606
10,0.391711488366127
storm-olsen,0.39044737602983204
iterator,0.39043378333250683
comparisons,0.3897642493247986
dividing,0.3894655108451843
rand_r,0.3894193768501282
qrect,0.38842928409576416
resolver,0.38737136125564575
sufficient,0.38703693151474
mobility,0.38532623648643494
redundant,0.38462307086835307
:error,0.38378335535526276
container,0.3837674520909786
registered,0.38305943459272385
exposure,0.38258062799771625
vs,0.38169243435064953
breakage,0.381549929579099
docprivate*,0.3810988962650299
uiprocess/api/qt/qquickwebview.cpp,0.38054797425866127
extra,0.3791868871077895
andreas.holzammer,0.379182431101799
appear,0.3786993537630354
_q_,0.37832620553672314
assigned,0.3781903803270931
dealing,0.37803905829787254
rohan.mcgovern,0.37752592039329036
yunqiao,0.3768736993494843
linker,0.37616275747617084
additions,0.37610167264938354
blackberry,0.37563501790698084
ian.1.chen,0.37436069548130035
glenn,0.37366121634840965
returnedvalue,0.37366047501564026
macieira,0.37350540757116896
role,0.3734193667769432
outputting,0.37277105326453847
wheelevent,0.37257465720176697
qoffscreensurface,0.3720628619194031
dedicated,0.37197330594062805
sdk,0.37197036296129227
locking,0.37175452709198
kill,0.3717001089826226
enginioclient,0.37086941053469974
profusion.mobi,0.37083323087011066
knoll,0.3707225914958007
qglobal.h,0.3705546036362648
marius.storm-olsen,0.37033514039857046
oswald,0.3702154654405407
optimise,0.36977818111578625
ubuntu,0.36956521961838007
device-pixel-ratio,0.36772821843624115
accesses,0.3676991860071818
frederik.gladhorn,0.36749937456960863
critical,0.36671398828427
clipboard,0.36612324230372906
busy,0.3659454211592674
select,0.36581497453153133
accordingly,0.36572179943323135
completed,0.365691880385081
11.10,0.3648892628649871
ppk_suppresssystemprintstatus,0.36477361992001534
composite,0.3644666756902422
qblittable,0.36412500962615013
reality,0.36406201869249344
inferred,0.3638959527015686
confusion,0.3625208452343941
christian.kandeler,0.3620894253253937
pointers,0.36184466183185576
particle,0.36131126899272203
qstandardpaths,0.36050690923418316
standard,0.36037140525877476
qfontmetrics,0.36023737986882526
ext-shane.2.kearns,0.35966987907886505
xmlpatterns,0.35954008748133975
maliit,0.35948696732521057
delegate,0.3594160333275795
also,0.35894745601224715
merge-request,0.35739961415529253
saving,0.3571659494191408
bit,0.35711137592792513
robin+qt,0.356406868105599
job,0.35636449853579205
parts,0.3563379993041356
-fpie,0.35538529356320697
qmap,0.3550324333565576
timespec,0.35474100708961487
renamed,0.35432138480246067
honglei,0.35422950237989426
addition,0.3536586344919421
assignment,0.3530170683349882
substitution,0.3503670394420624
based,0.3496607409324497
elaborate,0.34959918772801757
qtbug-15379,0.3494741916656494
pan,0.34941916664441425
comment,0.3485947559432437
perform,0.3484901785850525
stored,0.3478379489055702
configured,0.3471822268329561
determine,0.34605745896697043
vcxproj,0.3459448218345642
access,0.34550574165227455
qplatformcursor,0.3451087474822998
qcompare,0.3448941643915272
tested,0.34449263046617096
msaa,0.34394770860671997
finishes,0.343651719391346
+,0.343481259026493
libunwind,0.34254490537568927
qt_im_module,0.34252041578292847
!,0.3419712886214256
qquickqrcschemedelegate,0.34110707106689614
deadlocks,0.34090646107991535
occurred,0.3384230633576711
qbytearraydata,0.33790484350174665
qt_gstreamer_use_playbin_volume,0.33750104904174805
displaying,0.336434543132782
rcc,0.33605626970529556
indeed,0.33516933023929596
checked,0.33441576911136506
qarraydataops,0.33436575531959534
whether,0.33434639969154406
jens.bache-wiig,0.33399793886201223
activeqt,0.3339889645576477
qdocconf,0.33394991233944893
qwindow-compositor,0.3333333333333333
qqmltypedata,0.3333333333333333
bigger,0.3333333333333333
validate,0.3333333333333333
switch,0.33329619332734084
sleep,0.33321598172187805
qwidgets,0.332987517118454
1.2,0.33084845542907715
handled,0.33032965334132314
reduction,0.3297981657087803
mutex,0.32967332172120223
unreliable,0.32924552261829376
fix,0.32923814350884517
viewportconstrainednotcompositedreason,0.32915544758240384
video,0.32913209550962264
useless,0.3282730899751186
:csspropertyanimationwrappermap,0.3274531960487366
existence,0.3265300939480464
fbumberger,0.32575006162126857
dietrich,0.3255823379432833
depends,0.3245910873843564
//lists.qt-project.org/pipermail/development/2013-january/009284.html,0.3240993171930313
jana,0.3235908728092909
unlock,0.32305798927942914
destination,0.322529599070549
resolution,0.32157425830761593
king,0.3215240240097046
rim.com,0.32130769891916094
ready,0.3210773169994354
normalized,0.3209314743677775
complains,0.3205383389722556
leftover,0.3204375207424164
preference,0.32025433828433353
scope,0.31995198662791935
braces,0.3195948700110118
ctor,0.3195018523062269
associated,0.31855293959379194
nico.vertriest,0.31833674261967343
mousefromtouch,0.317484974861145
shortcut,0.3173489198088646
window,0.31706103637557603
generated,0.3169341908189757
pathview,0.3166101773579915
translations,0.3162178471684456
qv8engine,0.3155542314052582
file,0.31489736957905384
flick,0.31486579154928523
qquickwidget,0.31298533048142085
root,0.31266045482719645
vs.,0.3125031689802806
pcre,0.3123293589102104
s2,0.31197259326775867
keeping,0.3115742454926173
sean.harmer,0.3113611494030418
improvement,0.30999113619327545
qpainterpathprivate,0.3098815580209096
leena,0.30971964200337726
wayland,0.30936129949986935
polish,0.30869580805301666
title,0.3083198517560959
render,0.3082282120734453
labels,0.30805763602256775
cleared,0.3076647650450468
mixing,0.3072489798069
zhang,0.30724375269242693
against,0.3070935217353205
justroftest,0.3067968785762787
invoke,0.3064883351325989
retained,0.30629682292540866
notifications,0.3055222719907761
c99,0.30540236830711365
context2d,0.3052873879671097
xpass,0.3052535420283675
overload,0.30418691370222306
roaming,0.3041424974799156
presume,0.30306893587112427
holzammer,0.30247198343276976
localized,0.3019767999649048
minimized,0.3016222305595875
fixup,0.30154047086834906
inputitem,0.3008524477481842
languages,0.3007813096046448
preview,0.3001248612999916
adaptor,0.3000975251197815
defaults,0.300081267952919
emitted,0.2996459983289242
wo,0.29919974795646137
\brief,0.2991473327080409
documents,0.29911345965228975
lighthouse,0.29796384647488594
fully-ordered,0.2974615693092346
sanity-review,0.2972152353479312
mistake,0.29696519731078297
range,0.29666237719357014
reduce,0.29665599362208295
differing,0.2962404303252697
anotherthing,0.29604871571063995
hurt,0.2954162135720253
deployment,0.29482779651880264
porting,0.2946847975254059
advertise,0.2945222407579422
bug,0.29435227312502804
callbacks,0.29395849257707596
letter-spacing,0.2935815453529358
:toplevelat,0.2930663327376048
xcb-xlib,0.29298633337020874
big,0.2927277907729149
synthesizing,0.29243016242980957
mfekari,0.29232436418533325
bruning,0.29222796360651654
foo,0.29199822396039965
venugopal.shivashankar,0.29164376854896545
intra-module,0.29164229333400726
q_os_mac,0.2914975881576538
2013,0.29082817615320283
mostly,0.2904431497057279
asynchronous,0.29032308980822563
minimalegl,0.2902771271765232
surrogate,0.28948095440864563
provides,0.2883875472471118
preliminary,0.28821970149874687
executables,0.2879322369893392
supported,0.28791702373956257
kent.hansen,0.28779534031363097
14.0,0.28732994198799133
2,0.2872382215607692
obscure,0.2869175523519516
l,0.28673625737428665
dmytro,0.2866893123303141
compilers,0.28658130552087513
qcoreapp,0.28629931062459946
:invokemethod,0.28533151745796204
activation,0.2848726809024811
helps,0.28422723213831586
topic,0.28389898128807545
casper,0.2835263987382253
occur,0.2828340381383896
bad,0.2827996723353863
obtain,0.2827616333961487
qeasingcurve,0.28242820501327515
triggered,0.28222877212933134
statements,0.28220512044544405
nicely,0.28214165568351746
sdp,0.2820522695380662
testcase,0.2819937864939372
hostname,0.281721839060386
faure,0.28144554107400055
inconsistent,0.281200495082885
change,0.28118355258195166
non-existent,0.28117063641548157
transfer,0.2808338801066081
chunks,0.28071948885917664
below,0.280302681773901
satellite,0.2802630849182606
poplavskiy,0.2802568290914808
compositing,0.27917521287287983
came,0.2787664507826169
expanded,0.27762328709165257
canvas,0.27618259168229997
to-do,0.27606731206178664
loadacquire,0.27558399240175885
maintenance,0.2755192257463932
computation,0.2755185067653656
3.3,0.2747316245222464
neither,0.27382215261459353
qjsonvalue,0.27376677840948105
daemon,0.27363139390945435
giuseppe.dangelo,0.27360458141192795
integers,0.2735362872481346
cisco.com,0.27346423268318176
\relates,0.2734391689300537
operation,0.2731260838673303
stale,0.2728612869977951
wake,0.2728572686513265
threaded,0.2727421708405018
becomes,0.27270469731754726
latin1,0.27250275388360023
pe_indicatorarrow*,0.2721790373325348
hjk,0.27211171727893607
sandfeld,0.27210025675594807
directories,0.2715697889881475
terms,0.271486796438694
setsource,0.27080124616622925
press,0.27067019045352936
jonathan,0.2702498435974121
iterators,0.2700959825888276
m4x.org,0.2700049877166748
views,0.2698142796754837
stderr,0.269622266292572
qimage,0.2693973448541429
instanceof,0.2693808178106944
sh_lineedit_passwordmaskdelay,0.2691282629966736
sergio.martins.qnx,0.2690385952591896
bweimer,0.26899624802172184
n,0.2686343907844275
digia.com,0.26848997810874997
out,0.26842994636465467
consumption,0.26830552021662396
pekka.ta.vuorela,0.2680512070655823
colon,0.26788297295570374
textedit,0.2678080527111888
running,0.26742211170494556
slowness,0.26662302017211914
mingw-builds,0.26639922708272934
jo.asplin,0.26638636986414593
exclude,0.2662034213542938
improves,0.2647319417446852
centralized,0.26446160674095154
partial,0.2642302342380087
janssen,0.26340821087360383
qtbug-30628,0.26324356347322464
subclass,0.26293513737618923
failures,0.2628247693181038
hang,0.26276370882987976
pressing,0.26251425842444104
know,0.2623717296602471
qtextedit,0.26226524473167956
gcc,0.2621309984000927
well,0.26208401285111904
cover,0.26208361238241196
qsignalblocker,0.2620289623737335
interface,0.26167869927095516
resumes,0.2610434405505657
promoted,0.2610115110874176
timers,0.26082117557525636
wrong,0.2604463753955705
layered,0.2602430408199628
selecting,0.259428896009922
getting,0.259207173673944
qtprivate,0.2588375508785248
nstextinput,0.2582963705062866
clicks,0.2582113742828369
configureapp.cpp,0.25815361738204956
jiang.jiang,0.25796136430775124
painting,0.2577399774454534
5,0.257439900636673
268f45cc-cd09-0410-ab3c-d52691b4dbfc,0.2574134221157202
implements,0.2572915383747646
controller,0.2572027765214443
statically,0.2571463920176029
stephen,0.2562757140145667
de-duplication,0.2561899796128273
whatever,0.2556307315826416
notify,0.25555548071861267
mehdi,0.25415027886629105
sub-executables,0.2541329264640808
incorrect,0.2536901780962944
capitalization,0.25359705835580826
asserts,0.25341249505678815
samuel,0.2523467795951153
jansen,0.2521372377872467
turns,0.25209364369511605
static,0.2519963121130353
non-bmp,0.25187523663043976
eliminate,0.25173652321100237
foreign,0.2516956925392151
qmediarecorder,0.25160981714725494
fields,0.2513264273958547
typically,0.25102891251444814
low,0.25089597577850026
simplefontdata,0.2508730851113796
necessary,0.25084244172986864
renaming,0.25040074189503986
personal,0.25018800298372906
dnd,0.25
finding,0.25
switched,0.25
efficient,0.25
loop,0.24967368164410195
notably,0.24961906485259533
widget,0.24959888171147684
their,0.24953877810827074
assertions,0.24945171177387238
mithra.pattison,0.2492956817150116
regardless,0.24898866564035416
fetchmetricsonly,0.2489776685833931
identified,0.24896482626597086
structure,0.2485970170237124
had,0.248396055324486
strategy,0.24799941976865134
headers,0.2479015903428514
invisible,0.24741299947102866
check,0.2469673867703658
blomfeldt,0.2468751734122634
revision,0.24675085147221884
prefix,0.24652159679681063
@,0.2462411523011182
qstyle,0.24619773651162782
suitable,0.2461218535900116
bache-wiig,0.24552013420245863
david.laing,0.24519562839784406
similarly,0.2451713645298566
themselves,0.24510273076593875
pseudo,0.24487830698490143
converting,0.24404298663139343
dispatch,0.24360747076570988
grid,0.2434036253641049
implementations,0.24333831171194711
solution,0.24277658406645058
variants,0.24261552941364548
bridge,0.24191526820262274
protected,0.24157321701447168
qstring-based,0.2413293682038784
odbc,0.24072221294045448
symbian,0.24005929306149482
needs,0.23993659792587352
faster,0.239751033146273
useful,0.239658136403671
toascii,0.23952448864777884
automated,0.23868662118911743
nothing,0.2379195521084162
overlooked,0.2378658950328827
gridview,0.2376003310084343
js,0.23698975077193035
instructions,0.2368695016950369
level,0.23665421679615975
amends,0.23648561537265778
tolatin1,0.23631729185581207
tables,0.23608760505643053
and,0.23603575327170434
revealed,0.23552216092745462
qgeomappingmanagerengine,0.2354424993197123
volker,0.23538358509540558
quite,0.23528613362993514
batches,0.23497187718749046
-wnested-anon-types,0.23485639691352844
invalidated,0.2345985770225525
virtual,0.23459368250665388
configuring,0.23457512259483337
tst_headers,0.23423505388200283
ensuring,0.2341721087694168
in,0.2341482480556946
threadedopengl,0.23395687341690063
mylist,0.23392699162165323
request,0.23309622260017526
+=,0.23307558801025152
major,0.2329581305384636
union,0.23267968092113733
nokia,0.23254997705419858
hartmann,0.23241754757861297
empty,0.23208404916363792
sends,0.2320654457435012
hiding,0.2318938970565796
parsed,0.23182154167443514
debugging,0.2316219766031612
smith,0.23136392676343137
',0.23126869773678482
initialized,0.23080527782440186
allocation,0.23063583225011824
itself,0.23040064157133824
basically,0.23030661046504974
dmytro.poplavskiy,0.2302040798323495
rhs,0.22990542650222778
dom,0.228898324072361
outdated,0.22889515198767185
application,0.22875432492721648
few,0.22855471675284206
snippet,0.22845843095671048
c++98,0.2284063845872879
de,0.2283665653609205
fawzi.mohamed,0.2283352091908455
qt5,0.22806723769754172
bus,0.22784746686617532
platform,0.22768417486187184
arrays,0.22754943668842315
char,0.22737792693078518
mingw-w64,0.22737469693476503
niemelä,0.22727651335299015
transformations,0.22704119980335236
microsoft,0.22703337669372559
plural,0.2270067185163498
void*,0.22686606470961124
s4,0.22686481475830078
qfont,0.22612439282238483
work,0.2260526396068079
high,0.22572363168001175
refactor,0.22569417904185898
aardal,0.2256756094949586
nowacki,0.22537489648851933
bea.lam,0.22533704495678344
qcollator,0.22526013851165771
only,0.2251796510895962
v8,0.22498984510699907
i.e.,0.22489493153989315
4,0.22465319108838835
vizir,0.2245424896478653
receive,0.22449457698634692
qvarlengtharray,0.2244669132400304
object-push,0.22445841133594513
gl,0.2240808524868705
tim,0.22399257123470306
qwidget,0.22379968748427928
folding,0.22363702952861786
4096,0.22350230813026428
feature,0.22315606431892285
mobile,0.22261622548103333
starting,0.22254451997578145
vestbø,0.22242248989641666
32-bit,0.22239867936481128
surfaces,0.22226180136203766
pri,0.22224321216344833
click,0.22223223911391365
komissarov,0.22222455590963364
sg,0.22209591567516326
separately,0.22209332883358002
proper,0.22201122725382447
properly,0.222006923652121
which,0.22197114924248648
mentions,0.22192183136940002
cleaned,0.22160544991493225
non-standard,0.22134897609551749
:qhash_qt4,0.2211734801530838
recursive,0.2210385575890541
yandex.com,0.2210005559027195
streams,0.22072996478527784
fatal,0.220721285790205
kai,0.22064326331019402
clinton,0.22038836032152176
qjsonobject,0.22027542193730673
set,0.22016655986330338
install,0.21983218053355813
on,0.21965851644713869
crypto.js,0.21954245865345
qquickstyleitem,0.2188861072063446
devicepixelratio,0.2186917747770037
have,0.21854906129400906
ivan,0.21849607889141356
qtqmldevtools,0.2183219939470291
lopes,0.21824701604518024
,,0.21800888636309282
fine,0.21776814657178792
extensions,0.2173568606376648
tst_qobject,0.21720879897475243
weakblock,0.21715523302555084
mediaplayer,0.21707706401745477
olivier,0.2169679560845069
fit,0.21686028596013784
saves,0.21684107929468155
rotation,0.21681005600839853
swiftkey,0.21673137694597244
proxy,0.21628560908138753
limits,0.2161976471543312
tabbar,0.21601099707186222
scrolled,0.21595198661088943
re-use,0.21581744472496212
link,0.21565008298917251
libudev,0.21555925905704498
ensures,0.21548509560525417
michael.bruning,0.2154188354810079
motion,0.2152221699555715
retrieve,0.21507291868329048
abi,0.21488402038812637
possibility,0.21488135308027267
gabriel.dietrich-de,0.21466031670570374
plugins,0.21460107174412957
qtprintsupport,0.21452671502317702
channel,0.21443191915750504
overflows,0.21437403559684753
*,0.21428825901899518
tst_qwidget,0.21428722143173218
girish,0.21428327818090717
backbuffer,0.21391475200653076
try,0.21385719230732855
emitting,0.21382015943527222
pixel,0.21375321461819113
qqmldata,0.2137418289979299
often,0.21367191781218237
building,0.21361357842882475
setvtable,0.21334412693977356
menu,0.21306385924773558
marc.mutz,0.21306023374199867
remember,0.2128505309422811
512x512,0.21276479959487915
nico,0.21269559860229492
rewrite,0.21260806918144226
ssh,0.21228275448083878
...,0.21207020311232874
qglf_apientry,0.2119343876838684
enginio,0.2119251080439426
.pro/.qmlproject,0.21184653043746948
unimplemented,0.21161162108182907
qreal,0.21147388219833374
app,0.2114496041427959
qtouchevent,0.21133819222450256
dependencies,0.2108399343183812
case,0.210808360514961
ifdefs,0.21073108166456223
already,0.2106918079578983
qtquick1,0.21061981779833636
tests,0.2103433194234199
bootstrapped,0.21032246947288513
specified,0.2101783657615835
reentrant,0.21017824113368988
double,0.21003933054836174
hint,0.20988516939374116
qfilesystemmodel,0.20975981652736664
potential,0.20974848685520037
presence,0.20944975595921278
existed,0.20935487747192383
creator,0.20932231790253095
mimetypes,0.20911026000976562
iface,0.20906499028205872
),0.2087106648662298
mappings,0.20831010242303213
fractional,0.2082833300034205
needless,0.20821174482504526
slots,0.20811261504422873
4.8,0.20808647171361372
execution,0.20804104693233966
jump,0.20801125715176264
processed,0.2078917627222836
area,0.20748454332351685
namely,0.20746989796559015
till,0.2074359729886055
qfilesystemwatcher,0.20725147426128387
past,0.20711437612771988
instantiating,0.20695720613002777
local,0.20677597988396884
gressmann,0.2066946178674698
reading,0.206330821808318
maurice.kalinowski,0.2061160236597061
deprecated,0.20592176618383212
qplatformtheme,0.2057734914124012
libgcc,0.20573218166828156
‘,0.20563413351774215
qt_no_debug_stream,0.20555861790974936
ditamap,0.20490628480911255
a,0.20472040318490284
writes,0.20450240075588227
:protocoltostring,0.20426835119724274
setup,0.2040726486593485
leak,0.2037710460834205
platforms,0.20367647638154585
hulu,0.20366714149713516
store,0.2034535190090537
qvector,0.20280592888593674
rafael.roquetto,0.2024976571018879
petroules,0.2023782384847956
elements,0.20207458937791392
fired,0.20198112726211548
s60,0.20192578807473183
profiler,0.20191948928616263
qserialport,0.2017588714758555
constructors,0.2016561801234881
copy-paste,0.20162470638751984
resized,0.20159007981419563
timeout,0.20153775593886772
--,0.2013716154238757
nurmi,0.20098931330215672
adapted,0.2009732685983181
thomas,0.20074258480024965
true,0.2005724606328997
commands,0.20033512512842813
nor,0.2001658698374575
specification,0.19980955123901367
qquickdrag,0.19978376850485802
drops,0.1996629610657692
bluetooth,0.19959739595651627
adding,0.19950561431469396
hadzic,0.19949578121304512
visibility,0.1986289479666286
xcb,0.19858055976058903
symbol,0.19852294772863388
jan-arve,0.19833057874348015
//bugs.webkit.org/show_bug.cgi,0.19830609783530234
done-with,0.1982296510384633
so,0.19772824334341843
does,0.1977240129543299
automatic,0.19764995095985277
rendered,0.19743527099490166
sorting,0.19728643198808035
ci,0.19723801431246102
-nn,0.1969580054283142
nth_element,0.19674769043922424
qtbluetooth,0.19660589285194874
unnecessary,0.19637587953072327
laing,0.1962422520260919
additional,0.19624131824821234
come,0.19612902030348778
inherit,0.19607287645339966
eirik.aavitsland,0.1960146501660347
6497649730daeab5d3dfac7e806105e99a237656,0.19581258296966553
question,0.19579018652439117
13,0.19577286640803018
ordering,0.19572319388389586
hello,0.19560791552066803
inconvenient,0.1955973505973816
policy,0.1955494001507759
near,0.19546452164649963
:simplefontdata,0.19515003760655722
internal,0.19474923214124096
martin,0.194600338945548
qcolordialog,0.1942843794822693
revertjumptomove,0.19385164976119995
xsettings,0.19382992596365511
mapped,0.19382442427533014
bb10,0.19368446338921785
unbuffered,0.19367483258247375
arne,0.19361824648720877
cpu,0.19360467791557312
unreviewed,0.19352507777512074
encapsulating,0.19326826930046082
negative,0.19325818680226803
qgeopositioninfosource,0.19298023357987404
intel,0.1929260462638922
better,0.19263763599219205
mips64,0.19252200052142143
destroyed,0.19244331720152072
palette,0.19238681346178055
assert,0.19237048649284544
view,0.19236255911263553
makes,0.19202917075017467
syntax,0.1919413935393095
vertical,0.19194061060746512
desired,0.1918989634141326
hansen,0.19186301836196115
shall,0.191753052175045
neon,0.19161491096019745
ui,0.19145873499413332
